"Autor de la contribución
Apellido, Nombre",Fuente de datos,Seudónimo,Sexo,País de origen,Año de nacimiento del colaborador,Año de muerte del colaborador,GND_ID,Wikidata_ID,Colaboradores_GND,Sexo o género_GND,Fecha de nacimiento_GND,Fecha de fallecimiento_GND,Lugar de nacimiento GND,País de origen GND,Colaboradores_Wikidata,sexo o género_Wikidata,Lugar de nacimiento_Wikidata,País de origen_Wikidata,Fecha de nacimiento_Wikidata,Fecha de fallecimiento_Wikidata,Colaborador_VIAF,Link_VIAF,,
"Serao, Matilde",https://www.wikidata.org/wiki/Q384594,,F,Grecia,1856,1927,118796208,Q384594,"Serao, Matilde",Weiblich,1856,1927,Patras,Griechenland,Matilde Serao,female,Patras,Greece,1856-03-07,1927-07-25,"Serao, Matilde",http://viaf.org/viaf/27096653,27096653,
"Serna Gómez, Jaime",Sánchez: Diccionario Autores Antioqueños,Humberto Bronx,M,Colombia,1918,1982,,,"Bronx, Humberto",,,,,,"Bronx, Humberto",,,,,,"Bronx, Humberto",http://viaf.org/viaf/63095244,63095244,
"Serrano Blanco, Manuel",QeQ Ven.; Minchero; Sánchez: Diccionario; Cruz Cardenas,,M,Colombia,1897,1953,,,,,,,,,,,,,,,,,,
"Sienkiewicz, Henryk",https://es.wikipedia.org/wiki/Henryk_Sienkiewicz,,M,Polonia,1846,1916,118797107,Q41502,"Sienkiewicz, Henryk",Männlich,1846-05-05,1916-11-15,,,Henryk Sienkiewicz,male,Wola Okrzejska,Poland,1846-05-05,1916-11-15,"Sienkiewicz, Henryk",http://viaf.org/viaf/24608122,,
"Sierra Basto, Ángel",https://www.wikidata.org/wiki/Q6173520,,M,Colombia,1923,1992,,Q6173520,"Sierra Basto, Ángel",,,,,,Ángel Sierra Basto,male,Pitalito,Colombia,1923-04-16T00:00:00Z,1992-10-21T00:00:00Z,"Sierra Basto, Ángel",,,
"Sierra Ríos, Manuel José",https://www.wikidata.org/wiki/Q94515008,,M,Colombia,1885,1941,,Q94515008,"SIERRA RIOS, MANUEL JOSÉ",,,,,,Manuel José Sierra Ríos,,1885-01-01T00:00:00Z,1941-01-01T00:00:00Z,,,"Sierra Ríos, Manuel José 1885-1941",http://viaf.org/viaf/63011931,63011931,
"Sierra, Justo",http://viaf.org/viaf/36989647,,M,México,1848,1912,119019558,Q2511268,"Sierra, Justo",Männlich,1848-01-26,1912-09-13,Campeche (Stadt),Mexiko,Justo Sierra,male,Campeche,Mexico,1848-01-26,1912-09-13,"Sierra, Justo",http://viaf.org/viaf/36989647,,
"Silva Cruz, Carlos",https://viaf.org/viaf/26145856859122920239,,M,Chile,1872,1945,,,,,,,,,,,,,,,,"https://viaf.org/viaf/26145856859122920239/#Silva_Cruz,_Carlos,_1872-1945",,
"Silva Vidal, Ismael","https://viaf.org/viaf/310576820/#Silva_Vidal,_Ismael",,M,Perú,1896,,,,,,,,,,,,,,,,,"https://viaf.org/viaf/310576820/#Silva_Vidal,_Ismael",,
"Silva, José Asunción",http://viaf.org/viaf/39409953,,M,Colombia,1865,1896,118797247,Q2983255,"Silva, José Asunción",Männlich,1865-11-27,1896-05-24,Bogotá,Kolumbien,José Asunción Silva,male,Tunja,Colombia,1865-11-27,1896-05-24,"Silva, José Asunción, 1865-1896.",http://viaf.org/viaf/39409953,,
"Silvestre, Armand",http://viaf.org/viaf/7428482,,M,Francia,1837,1901,,,,,,,,,,,,,,,,,,
"Solano Patiño, José",https://www.ramhg.es/images/stories/pdf/genealogia-articulos/diccionario-de-antioquenos.pdf,,M,Colombia,1872,1928,,,"Solano Patiño, José",,,,,,"Solano Patiño, José",,,,,,"Solano Patiño, José",,,
"Solano, Armando",https://www.wikidata.org/wiki/Q64707018,,M,Colombia,1887,1953,1055472592,Q64707018,"Solano, Armando",Unbekannt,1887,1953,Paipa,Kolumbien,Armando Solano,male,Paipa,Colombia,1887-01-01T00:00:00Z,1953-01-01T00:00:00Z,"Solano, Armando, 1887-",http://viaf.org/viaf/43227407,43227407,
"Solís Escobar, Edilberto",https://d-nb.info/gnd/1057313769,,,Colombia,,,1057313769,,"Solís Escobar, Edilberto",Unbekannt,,,,,"SOLIS ESCOBAR, EDILBERTO",,,,,,"SOLIS ESCOBAR, EDILBERTO",,,
"Solis Moncada, José",Sánchez: Diccionario Autores Antioqueños,,M,Colombia,1892,,,,,,,,,,,,,,,,,,,
"Soto Aparicio, Fernando",https://www.wikidata.org/wiki/Q5860273,,M,Colombia,1933,2016,128787023,Q5860273,"Soto Aparicio, Fernando",Unbekannt,1933,,,,Fernando Soto Aparicio,male,Socha,Colombia,1933-10-01T00:00:00Z,2016-05-06T00:00:00Z,"Soto Aparicio, Fernando",http://viaf.org/viaf/57674043,57674043,
"Soto Borda, Clímaco",https://es.wikipedia.org/wiki/Cl%C3%ADmaco_Soto_Borda,Casimiro de la Barra,M,Colombia,1870,1919,1077324898,Q5775484,"Soto Borda, Clímaco",Unbekannt,1870,1919,Bogotá,Kolumbien,Clímaco Soto Borda,male,,,1870-02-22,1919-08-18,"Soto Borda, Clímaco 1870-1919",https://viaf.org/viaf/3841456/,,
"Soto, Carmelina",https://www.wikidata.org/wiki/Q5043346,,F,Colombia,1816,1994,,Q5043346,"Soto, Carmelina",,,,,,Carmelina Soto,female,Armenia,Colombia,1916-10-31T00:00:00Z,1994-03-18T00:00:00Z,"Soto, Carmelina",,,
"Stresino, Edward",https://d-nb.info/gnd/1146396961,,,,1931,,1146396961,,"Stresino, Edward",Unbekannt,1931,,,,"Stresino, Edward",,,,,,"Stresino, Edward",,,
"Suarès, André",https://www.wikidata.org/wiki/Q522970,,M,Francia,1868,1948,118799312,Q522970,"Suarès, André",,,,,,"Suaréz, André",male,Marseille,Francia,1868-06-12,1948-09-07,"Suarès, André",http://viaf.org/viaf/49232044,49232044,
"Suárez, Marco Fidel",https://d-nb.info/gnd/1055472576,"Erasmo el Exiguo, Luciano Pulgar; Ramón González Mogollón",M,Colombia,1855,1927,1055472576,,"Suárez, Marco Fidel",Männlich,1855-04-23,1927-04-03,Bello,Kolumbien,"Suárez, Marco Fidel",,,,,,"Suárez, Marco Fidel",http://viaf.org/viaf/24914897,24914897,
"Suárez, Roberto",Laverde,Pulgar; Ramón González Mogollón,M,Colombia,1852,1882,,,"Suárez, Roberto",,,,,,"Suárez, Roberto",,,,,,"Suárez, Roberto",,,
"Tablada, José Juan",https://es.wikipedia.org/wiki/Jos%C3%A9_Juan_Tablada,,M,México,1871,1945,119431769,Q2501863,"Tablada, José Juan",Männlich,1871-04-03,1945-08-02,Mexiko (Stadt),Mexiko,José Juan Tablada,male,Mexico City,Mexico,1871-04-03,1945-08-02,"Tablada, José Juan",http://viaf.org/viaf/51792179,,
"Taboada, Luis",https://www.wikidata.org/wiki/Q11689886,,M,España,1848,1906,,Q11689886,,,,,,,,,,,,,,,,
"Talero Núñez, Eduardo",https://d-nb.info/gnd/1075214416,,M,Colombia,1869,1920,1075214416,Q109482213,"Talero, Eduardo",Unbekannt,1869,1920,Bogotá,Kolumbien,Eduardo Talero,male,Bogotá,Colombia,1869-01-01,1920-09-22,"Talero, Eduardo, 1869-1920",http://viaf.org/viaf/115056454,,
"Talleyrand, Charles Maurice de",https://www.wikidata.org/wiki/Q160499,,M,Francia,1754,1838,,Q160499,,,,,,,,,,,,,,,,
"Tamayo, Nelly",Sánchez: Diccionario Autores Antioqueños,Suzanne Ibero,F,Colombia,1927,1957,,,,,,,,,,,,,,,,,,
"Taunay, Vizconde de",https://es.wikipedia.org/wiki/Vizconde_de_Taunay,,M,Brasil,1843,1899,13755320X,Q1787960,"Taunay, Alfredo d'Escragnolle Taunay de",Unbekannt,1843-02-22,1899-01-25,Rio de Janeiro,Brasilien,Alfredo d'Escragnolle Taunay,male,Rio de Janeiro,Brazil,1843-02-22,1899-01-25,"Taunay, Alfredo d'Escragnolle Taunay, Visconde de, 1843-1899",https://viaf.org/viaf/14788213/,,
"Tejada Cano, Luis",https://www.wikidata.org/wiki/Q5984374,,M,Colombia,1898,1924,135753600,Q5984374,"Tejada, Luis",Unbekannt,1898,1924,,,Luis Tejada Cano,male,1898-02-07T00:00:00Z,1924-09-17T00:00:00Z,Barbosa,Colombia,"Tejada, Luis, 1898-1924.",http://viaf.org/viaf/40599269,40599269,
"Tejada Naranjo, Guillermo",Gallo Martínez,,M,Colombia,1914,1973,,,,,,,,,,,,,,,"Tejada Naranjo, Guillermo",,,
"Téllez, Hernando",https://www.wikidata.org/wiki/Q2294038,,M,Colombia,1908,1966,140708537,Q2294038,"Téllez, Hernando",Unbekannt,1908,1966,,,Hernando José Tellez,male,Bogotá,Colombia,1908-03-22T00:00:00Z,1966-01-01T00:00:00Z,"Téllez, Hernando, 1908-1966",http://viaf.org/viaf/24724603,24724603,
"Tello, Jaime",https://www.wikidata.org/wiki/Q59530361; Minchero; Sánchez: Diccionario; Ardila/Viscaino; Echavarria,,M,Colombia,1918,1996,105677956X,Q59530361,"Tello, Jaime",Unbekannt,,,,,Jaime Tello,,,,1918-01-01T00:00:00Z,1996-01-01T00:00:00Z,"Tello, Jaime",http://viaf.org/viaf/44336162,44336162,
"Tirado Macías, Ricardo"," https://1library.co/article/revista-gris-ricardo-tirado-mac%C3%ADas-werther-posibilidad-hombre.yj80xe2q ; Minchero; Echavarria; Gallo Martínez, Diccionario;",,M,Colombia,1873,1948,,,,,,,,,,,,,,,,,,
"Tisnés Jiménez, Roberto María",https://d-nb.info/gnd/128613548,,,Colombia,1926,,128613548,,"Tisnés Jiménez, Roberto María",,1926,,,,"TISNES J., ROBERTO MARÍA",,,,,,"Tisnés Jiménez, Roberto María, 1926-",http://viaf.org/viaf/41881871,41881871,
"Tobón Betancourt, Julío",Minchero; Sánchez: Diccionario,,M,Colombia,1914,1967,,,,,,,,,,,,,,,"Tobón Betancourt, Julío",http://viaf.org/viaf/281061610,281061610,
"Tobón Restrepo, Jorge",Gallo Martínez,,M,Colombia,1905,,,,,,,,,,,,,,,,"Tobón Restrepo, Jorge",,,
"Tobon Tobon, Lazaro",Sánchez: Diccionario Autores Antioqueños,,M,Colombia,1891,1961,,,,,,,,,,,,,,,,,,
"Toché, Raoul",https://www.wikidata.org/wiki/Q17637525,Frimousse,M,Francia,1850,1895,117404438,Q17637525,"Toché, Raoul",,,,,,"Toché, Raoul",male,Rueil-Malmaison,France,1850-10-07,1895-01-18,"Toché, Raoul, 1850-1895",http://viaf.org/viaf/12566000,12566000,
"Tolstói, Lev Nikoláievich",https://es.wikipedia.org/wiki/Le%C3%B3n_Tolst%C3%B3i,,M,Rusia,1828,1910,11864291X,Q7243,"Tolstoj, Lev Nikolaevič",Männlich,1828-09-09,1910-11-20,Jasnaja Poljana,Russland,Leo Tolstoy,male,Yasnaya Polyana,Russia,1828-08-28,1910-11-07,"Tolstoj, Lev Nikolaevic, 1828-1910",https://viaf.org/viaf/96987389/,,
"Toro Agudelo, Hernán",https://www.wikidata.org/wiki/Q5896296,,M,Colombia,1918,1978,141396873,Q5896296,"Toro Agudelo, Hernán",Unbekannt,1918-11-03,1978-01-30,,,Hernán Toro Agudelo,male,1918-01-01T00:00:00Z,1978-01-01T00:00:00Z,,,"Toro Agudelo, Hernán 1918-1978",http://viaf.org/viaf/120982592,120982592,
"Toro Uribe, Juan Antonio",https://www.wikidata.org/wiki/Q104891030,,M,Colombia,1862,1930,,Q104891030,"TORO URIBE, JUAN ANTONIO",,,,,,Juan Antonio Toro Uribe,male,,,,,"TORO URIBE, JUAN ANTONIO",,,
"Torres Caicedo, José María",https://d-nb.info/gnd/1052005314,,M,,1830,1889,1052005314,,"Torres Caicedo, José María",Männlich,1830,1889,,,"Torres Caicedo, José María",,,,,,"Torres Caicedo, José María",http://viaf.org/viaf/44437804,44437804,
"Torres Giraldo, Ignacio",https://www.wikidata.org/wiki/Q6447508,,M,Colombia,1893,1968,121153606,Q6447508,"Torres Giraldo, Ignacio",Unbekannt,1893,1968,,,Ignacio Torres Giraldo,male,1893-03-05T00:00:00Z,1968-11-15T00:00:00Z,Filandia,Colombia,"Torres Giraldo, Ignacio",http://viaf.org/viaf/15618649,15618649,
"Torres Posada, Arturo",Sánchez: Diccionario autores Antioqueños,Hugo de Palma,M,Colombia,,,,,,,,,,,,,,,,,"Torres Posada, Arturo",,,
"Torres Torrente, Bernardino",https://d-nb.info/gnd/1030054150,Erebo,,Colombia,1813,1886,1030054150,,"Torres Torrente, Bernardino",Unbekannt,[20.05.1813],1886,Facatativá,Kolumbien,"Torres Torrente, Bernardino",,,,,,"Torres Torrente, Bernardino",,,
"Torres, Calixto",QeQ Venezuela; Nieto,,M,Colombia,1887,1952,,,"Torres, Calixto",,,,,,Calixto Torres,,,,,,"Torres, Calixto",,,
"Torres, Carlos Arturo",https://es.wikipedia.org/wiki/Carlos_Arturo_Torres,,M,Colombia,1867,1911,173279023,Q5749764,"Torres, Carlos Arturo",Unbekannt,1867,1911,,,Carlos Arturo Torres,male,,Colombia,1867-04-18,1911-07-11,"Torres, Carlos Arturo",http://viaf.org/viaf/24698562,,
"Torres, Jerónimo",https://d-nb.info/gnd/128678534,,M,,1527,1611,128678534,Q55995237,"Torres, Jerónimo",Männlich,1527,1611,,,Jerónimo Torres,male,,,,1611-01-01T00:00:00Z,"Torres, Jerónimo",,,
"Toudouze, Georges-Gustave",https://www.wikidata.org/wiki/Q3102085,,M,Francia,1877,1972,113973377X,Q3102085,,,,,,,,,,,,,,http://viaf.org/viaf/66474276,66474276,
"Trespalacios, Jesús María",González/Zafir,,M,Colombia,1865,1934,,,,,,,,,,,,,,,,,,
"Triana, Miguel",https://www.wikidata.org/wiki/Q6015243,,M,Colombia,1859,1931,1260382001,Q6015243,"Triana, Miguel",Männlich,1859,1931,,,Miguel Triana,male,Bogotá,Colombia,1859-11-26,1931-04-30,"Triana, Miguel",http://viaf.org/viaf/33434743,33434743,
"Trujillo Calle, Bernardo",https://www.wikidata.org/wiki/Q6395887,,M,Colombia,1928,2021,1056508973,Q6395887,"Trujillo Calle, Bernardo",Unbekannt,1928,,,,Bernardo Trujillo Calle,male,1928-01-01T00:00:00Z,2021-08-11T00:00:00Z,"Venecia, Antioquia",Colombia,"Trujillo Calle, Bernardo",http://viaf.org/viaf/33433310,33433310,
"Turgenev, Ivan",http://viaf.org/viaf/41847346,,M,Rusia,1818,1883,,,,,,,,,,,,,,,,,,
"Ugarte, Manuel",https://es.wikipedia.org/wiki/Manuel_Baldomero_Ugarte,,M,Argentina,1875,1951,123593980,Q507453,"Ugarte, Manuel",Männlich,1875-02-27,1951-12-02,Buenos Aires,Argentinien,Manuel Ugarte,male,Buenos Aires,Argentina,1875-02-27,1951-12-02,"Ugarte, Manuel",http://viaf.org/viaf/100187324,,
"Ulloa, Gabriel",http://viaf.org/viaf/7447303,,,Colombia,1930,,1056699302,,"Ulloa, Gabriel",Unbekannt,,,,,"Ulloa, Gabriel",,,,,,"Ulloa, Gabriel",http://viaf.org/viaf/7447303,7447303,
"Umaña Bernal, José",https://d-nb.info/gnd/1191139042,,M,Colombia,1899,1982,1191139042,,"Umaña Bernal, José",Unbekannt,1899-12-18,1982-08-01,Tunja,Kolumbien,Umaña Bernal. José,,,,,,"Umaña Bernal, José 1899-1982",http://viaf.org/viaf/3131163709905529700008,"3,13116E+21",
"Unamuno, Miguel de",http://viaf.org/viaf/88844103,,M,España,1866,1936,118625403,Q185085,"Unamuno, Miguel de",Männlich,1864-09-29,1936-12-31,Bilbao,Spanien,Miguel de Unamuno,male,Bilbao,España,1866-09-29,1936-12-31,"Unamuno, Miguel de",http://viaf.org/viaf/88844103,,
"Upegui Benítez, Alberto",https://d-nb.info/gnd/131712969,,,Colombia,1921,,131712969,,"Upegui Benítez, Alberto",Unbekannt,1921,,,,"UPEGUI BENITEZ, ALBERTO",,,,,,"Upegui Benítez, Alberto 1921-",http://viaf.org/viaf/46495458,46495458,
"Upegui Córdoba, Jorge",https://d-nb.info/gnd/1159098484,,,Colombia,,,1159098484,,"Upegui Córdoba, Jorge",Unbekannt,,,,,"UPEGUI CORDOBA, JORGE",,,,,,"UPEGUI CORDOBA, JORGE",,,
"Upegui Orozco, Alfonso",http://viaf.org/viaf/173145541822896600305; Sánchez: Diccionario Autores Antioqueños;,,M,Colombia,1909,1972,,,"Upegui Orozco, Alfonso",,,,,,"Upegui Orozco, Alfonso",,,,,,"Upegui Orozco, Alfonso",https://viaf.org/viaf/173145541822896600305,173145541822897000000,
"Urdaneta, Amenodoro",https://d-nb.info/gnd/132037807,Un Colombiano,,Colombia,1829,1905,132037807,,"Urdaneta, Amenodoro",Unbekannt,1829,1905,,,"Urdaneta, Amenodoro",,,,,,"Urdaneta, Amenodoro",http://viaf.org/viaf/71700229,71700229,
"Uribe Ángel, Manuel",https://www.wikidata.org/wiki/Q6752925,,M,Colombia,1822,1904,1055472797,Q6752925,"Uribe Ángel, Manuel",Unbekannt,1822,1904,,,Manuel Uribe Ángel,male,Envigado,Colombia,1822-09-04,1904-06-16,"Uribe, Angel Manuel, 1822-1904",http://viaf.org/viaf/45768574,45768574,
"Uribe Arango, Marcelino",https://www.wikidata.org/wiki/Q106454565,,M,Colombia,1880,1931,,Q106454565,"URIBE ARANGO, MARCELINO",,,,,,Marcelino Uribe Arango,male,,,,,"URIBE ARANGO, MARCELINO",,,
"Uribe Botero, John",Gallo Martínez,,M,Colombia,1918,,,,,,,,,,,,,,,,"Uribe Botero, John",,,
"Uribe Cadavid, Julián",https://www.wikidata.org/wiki/Q105534150,,M,Colombia,1903,1984,,Q105534150,"URIBE CADAVID, JULIAN",,,,,,Julián Uribe Cadavid,male,1903-06-13T00:00:00Z,1984-08-02T00:00:00Z,,,"URIBE CADAVID, JULIAN",,,
"Uribe de Estrada, María Helena",https://www.wikidata.org/wiki/Q91031119,,F,Colombia,1928,2015,1056441496,Q91031119,"Uribe de Estrada, María Helena",Unbekannt,,,,,María Helena Uribe de Estrada,female,1928-01-01T00:00:00Z,2015-01-01T00:00:00Z,Medellín,Colombia,"Uribe de Estrada, María Helena",http://viaf.org/viaf/17273525,17273525,
"Uribe Echeverri, Carlos",https://d-nb.info/gnd/1057367400,,M,Colombia,1888,,1057367400,,"Uribe Echeverri, Carlos",Unbekannt,1888,,,,Carlos Uribe Echeverri,male,,,,,"URIBE ECHEVERRI, CARLOS",,,
"Uribe Escobar, Ricardo",https://www.wikidata.org/wiki/Q6108517,Don Alonso Ballesteros,M,Colombia,1892,1968,1204284962,Q6108517,"Uribe Escobar, Ricardo",Unbekannt,1892-08,1968-02-03,Medellin,Kolumbien,Ricardo Uribe Escobar,male,Medellín,Colombia,1892-01-01,1968-02-03,"Uribe Escobar, Ricardo",http://viaf.org/viaf/408159477680527990001,"4,08159E+20",
"Uribe Gaviria, Carlos",https://www.wikidata.org/wiki/Q5751981,,M,Colombia,1892,1982,1158991606,Q5751981,"Uribe Gaviria, Carlos",Unbekannt,,,,,Carlos Uribe Gaviria,male,1892-01-01T00:00:00Z,1982-01-01T00:00:00Z,,,Carlos Uribe Gaviria,http://viaf.org/viaf/285507006,285507006,
"Uribe Gómez, Pedro",Minchero; Sánchez: Diccionario Autores Antioqueños,,M,Colombia,,,,,"Uribe Gómez, Pedro",,,,,,"Uribe Gómez, Pedro",,,,,,"Uribe Gómez, Pedro",,,
"Uribe Holguin, Guillermo",Rendón 400; Nieto,,M,Colombia,1880,1971,,,,,,,,,,,,,,,,,,
"Uribe Isaza, Baltazar",Gallo Martínez,,M,Colombia,1917,1941,,,,,,,,,,,,,,,"Uribe Isaza, Baltazar",,,
"Uribe Jaramillo, Alfonso",https://www.wikidata.org/wiki/Q18221078,,M,Colombia,1914,1993,,Q18221078,"URIBE JARAMILLO, ALFONSO",,,,,,Alfonso Uribe Jaramillo,male,1914-02-06T00:00:00Z,1993-07-07T00:00:00Z,Nariño Department,Colombia,"Uribe Jaramillo, Alfonso, 1914-1993",http://viaf.org/viaf/170247699,170247699,
"Uribe Mejía, Francisco Antonio",Gallo Martínez,,M,Colombia,1845,1937,,,,,,,,,,,,,,,,,,
"Uribe Misas, Alfonso",https://www.wikidata.org/wiki/Q63147123,,M,Colombia,1886,1984,,Q63147123,"URIBE MISAS, ALFONSO",,,,,,Alfonso Uribe Misas,male,1886-12-26T00:00:00Z,1984-07-02T00:00:00Z,Medellín,Colombia,"Uribe Misas, Alfonso",http://viaf.org/viaf/26109347,26109347,
"Uribe Muñoz, Bernardo",Gallo Martínez,,M,Colombia,1896,,,,,,,,,,,,,,,,"Uribe Muñoz, Bernardo",,,
"Uribe Ospina, Enrique",Gallo Martínez,,M,Colombia,1882,1947,,,,,,,,,,,,,,,"Uribe Ospina, Enrique",,,
"Uribe Piedrahita, César",https://www.wikidata.org/wiki/Q5796433,,M,Colombia,1897,1951,131718541,Q5796433,"Uribe Piedrahita, César",Unbekannt,1896-11-16,1951-12-17,Medellin,Kolumbien,César Uribe,male,1897-11-16T00:00:00Z,1951-12-17T00:00:00Z,Medellín,Colombia,"Uribe Piedrahita, César, 1897-1951",http://viaf.org/viaf/55608750,55608750,
"Uribe Uribe, Heraclio",https://d-nb.info/gnd/124293717X,,M,Colombia,1852,1941,124293717X,,"Uribe, Heraclio",Unbekannt,1852-03-08,1941-11-08,,,"URIBE URIBE, HERACLIO",,,,,,"URIBE URIBE, HERACLIO",,,
"Uribe Uribe, Lorenzo",https://www.wikidata.org/wiki/Q2837242,,M,Colombia,1900,1980,1057041874,Q2837242,"Uribe Uribe, Lorenzo",Unbekannt,,,,,Antonio Lorenzo Uribe Uribe,male,1900-01-20T00:00:00Z,1980-12-08T00:00:00Z,Medellín,Colombia,"Uribe Uribe, Lorenzo",http://viaf.org/viaf/33996018,33996018,
"Uribe Uribe, Rafael",https://www.wikidata.org/wiki/Q785936,Pedro Escudriñez; Un Médico,M,Colombia,1859,1914,122370147,Q785936,"Uribe Uribe, Rafael",Männlich,1859-04-12,1914-10-15,,,Rafael Uribe Uribe,male,Valparaíso,Colombia,1859-04-12,1914-10-15,"Uribe Uribe, Rafael",http://viaf.org/viaf/29567121,29567121,
"Uribe Velásquez, Manuel",Sánchez: Diccionario Autores Antioqueños,,M,Colombia,1867,1893,,,,,,,,,,,,,,,,,,
"Uribe Villegas, Gonzalo",Gallo Martínez,,M,Colombia,1868,1933,,,,,,,,,,,,,,,"Uribe Villegas, Gonzalo",,,
"Uribe White, Enrique",http://viaf.org/viaf/64052029,,,Colombia,1898,1983,1056688203,,"Uribe White, Enrique",Unbekannt,1898,,,,"Uribe White, Enrique",,,,,,"Uribe White, Enrique",http://viaf.org/viaf/64052029,64052029,
"Uribe, Antonio José",https://d-nb.info/gnd/1055157581,,M,Colombia,1869,1942,1055157581,Q16943811,"Uribe, Antonio José",Unbekannt,1869,1942,Medellin,Kolumbien,Antonio José Uribe,male,1869-01-01T00:00:00Z,,,,"Uribe Portocarrero, Antonio José 1869-1942",http://viaf.org/viaf/281595404,281595404,
"Uribe, Basiliso",Who's who in Latin America,,M,Colombia,1872,1951,,,"Uribe, Basiliso",,,,,,"Uribe, Basiliso",,,,,,"Uribe, Basiliso",,,
"Uribe, Diego",https://d-nb.info/gnd/1248757866,,M,Colombia,1867,1921,1248757866,,"Uribe, Diego",Unbekannt,1867,1921,Bogotá,Kolumbien,"Uribe, Diego",,,,,,"Uribe, Diego",,,
"Uribe, Joaquín Antonio",https://www.wikidata.org/wiki/Q5931710,,M,Colombia,1858,1935,1055472819,Q5931710,"Uribe, Joaquín Antonio",Unbekannt,1858-09-28,1935-11-03,Sonsón,Kolumbien,Joaquín Antonio Uribe,male,Sonsón,Colombia,1858-09-28,1935-11-03,"Uribe, Joaquín Antonio",http://viaf.org/viaf/48341296,48341296,
"Uribe, Juan de Dios",https://www.wikidata.org/wiki/Q5825346; Sánchez: Diccionario Autores Antioqueños,El indio Uribe,M,Colombia,1859,1900,1089900759,Q5825346,"Uribe, Juan de Dios",Unbekannt,1859,1900,,,Juan de Dios Uribe,male,Andes,Colombia,1859-01-01T00:00:00Z,1900-01-01T00:00:00Z,"Uribe, Juan de Dios, 1859-1900",http://viaf.org/viaf/32796061,32796061,
"Urquinaona y Pardo, Pedro de",https://www.wikidata.org/wiki/Q30303288,,M,Colombia,1778,1843,,Q30303288,"Urquinaona y Pardo, Pedro de",,,,,,Pedro Urquinaona y Pardo,male,Bogotá,Colombia,1778-01-01T00:00:00Z,1843-01-01T00:00:00Z,"Urquinaona y Pardo, Pedro de",http://viaf.org/viaf/2262638,2262638,
"Urrecha, Federico",https://es.wikipedia.org/wiki/Federico_Urrecha,,M,España,1855,1935,1057434353,Q55838304,"Urrecha, Federico",Unbekannt,1855,,,,Federico Urrecha,male,San Martín de Unx,España,1855-01-01,1930-01-01,"Urrecha, Federico",https://viaf.org/viaf/86998048/,,
"Urrutia, Francisco José",https://www.wikidata.org/wiki/Q1442058,,M,Colombia,1870,1950,133791033,Q1442058,"Urrutia, Francisco José",Männlich,1870,1950,,,Francisco José Urrutia Olano,male,Popayán,Colombia,1870-04-12,1950-08-06,"Urrutia, Francisco-José",http://viaf.org/viaf/38116909,38116909,
"Valcarce García, Javier",https://www.wikidata.org/wiki/Q24287690,,M,España,,1918,1159121273,Q24287690,"Valcarce García, Javier",Unbekannt,,,,,Javier Valcarce García,male,Mugardos,España,,1918-08-23,"Valcarce García, Javier",http://viaf.org/viaf/744152636180120052956,744152636180120000000,
"Valderrama Agudelo, J. Emilio",https://d-nb.info/gnd/1057381268,,M,Colombia,,,1057381268,,"Valderrama, J. Emilio",Unbekannt,,,,,"VALDERRAMA AGUDELO, J. EMILIO",,,,,,"VALDERRAMA AGUDELO, J. EMILIO",,,
"Valencia Cano, Gerardo",https://d-nb.info/gnd/1191724670; Sánchez: Diccionario Autores Antioqueños,,M,Colombia,1917,1972,1191724670,Q6439190,"Valencia Cano, Gerardo",Männlich,1917,1972,,,Gerardo Valencia Cano,male,,,1917-08-26T00:00:00Z,1972-01-21T00:00:00Z,"Valencia Cano, Gerardo",http://viaf.org/viaf/76221414,76221414,
"Valencia Rodas, Guillermo",Gallo Martínez,,M,Colombia,1916,1967,,,,,,,,,,,,,,,"Valencia Rodas, Guillermo",,,
"Valencia Vejarano, Gerardo",https://www.wikidata.org/wiki/Q55946266,,M,,1911,1994,119439824,Q55946266,"Valencia, Gerardo",Unbekannt,1911,1994,,,Gerardo Valencia,male,,,1911-01-01T00:00:00Z,1994-01-01T00:00:00Z,"Valencia Vejarano, Gerardo",,,
"Valencia, Francisco",Rendón 400,,M,España,,1932,,,,,,,,,,,,,,,,,,
"Valencia, Guillermo",https://www.wikidata.org/wiki/Q2880050,,M,Colombia,1873,1943,118803727,Q2880050,"Valencia, Guillermo",Unbekannt,1873-11-20,1943-07-08,Popayán,Kolumbien,Guillermo Valencia Castillo,male,Popayán,Colombia,1873-10-10,1943-07-08,"Valencia, Guillermo",https://viaf.org/viaf/100210781/,,
